C1033,Patrick Wells,2024-12-15 09:59:33,2024-12-15 09:59:33
C1034,Scott Roberts,2024-12-15 09:59:33,2024-12-15 09:59:33
C1035,Wayne Gordon,2024-12-15 09:59:33,2024-12-15 09:59:33
C1036,Keith Hamilton,2024-12-15 09:59:33,2024-12-15 09:59:33
C1037,Clarence Kelley,2024-12-15 09:59:33,2024-12-15 09:59:33
C1038,Robert Price,2024-12-15 09:59:33,2024-12-15 09:59:33
C1039,James Williams,2024-12-15 09:59:33,2024-12-15 09:59:33
C1040,Victor Gray,2024-12-15 09:59:33,2024-12-15 09:59:33
C1041,Albert Cunningham,2024-12-15 09:59:33,2024-12-15 09:59:33
C1042,Earl Ortiz,2024-12-15 09:59:33,2024-12-15 09:59:33
C1043,Johnny Butler,2024-12-15 09:59:33,2024-12-15 09:59:33
C1044,Bobby Greene,2024-12-15 09:59:33,2024-12-15 09:59:33
C1045,Johnny Butler,2024-12-15 09:59:33,2024-12-15 09:59:33
C1046,Matthew Phillips,2024-12-15 09:59:33,2024-12-15 09:59:33
C1047,Keith Hamilton,2024-12-15 09:59:33,2024-12-15 09:59:33
C1048,Charles Richards,2024-12-15 09:59:33,2024-12-15 09:59:33
C1049,Kenneth Foster,2024-12-15 09:59:33,2024-12-15 09:59:33
C1050,Kenneth Simpson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1051,Willie Hicks,2024-12-15 09:59:33,2024-12-15 09:59:33
C1052,Michael Cole,2024-12-15 09:59:33,2024-12-15 09:59:33
C1053,Shawn Day,2024-12-15 09:59:33,2024-12-15 09:59:33
C1054,Ralph Nichols,2024-12-15 09:59:33,2024-12-15 09:59:33
C1055,Eric Alvarez,2024-12-15 09:59:33,2024-12-15 09:59:33
C1056,Andrew Peters,2024-12-15 09:59:33,2024-12-15 09:59:33
C1057,Paul Lane,2024-12-15 09:59:33,2024-12-15 09:59:33
C1058,Paul Lane,2024-12-15 09:59:33,2024-12-15 09:59:33
C1059,Jason Hanson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1060,Louis White,2024-12-15 09:59:33,2024-12-15 09:59:33
C1061,Earl Simpson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1062,Wayne Johnson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1063,Joseph Warren,2024-12-15 09:59:33,2024-12-15 09:59:33
C1064,Carlos Smith,2024-12-15 09:59:33,2024-12-15 09:59:33
C1065,Harry Castillo,2024-12-15 09:59:33,2024-12-15 09:59:33
C1066,Joe Carroll,2024-12-15 09:59:33,2024-12-15 09:59:33
C1067,Ralph Elliott,2024-12-15 09:59:33,2024-12-15 09:59:33
C1068,Raymond Spencer,2024-12-15 09:59:33,2024-12-15 09:59:33
C1069,Aaron Carr,2024-12-15 09:59:33,2024-12-15 09:59:33
C1070,David Garrett,2024-12-15 09:59:33,2024-12-15 09:59:33
C1071,Shawn Day,2024-12-15 09:59:33,2024-12-15 09:59:33
C1072,Aaron Tucker,2024-12-15 09:59:33,2024-12-15 09:59:33
C1073,Antonio Frazier,2024-12-15 09:59:33,2024-12-15 09:59:33
C1074,Kevin Webb,2024-12-15 09:59:33,2024-12-15 09:59:33
C1075,Albert Cunningham,2024-12-15 09:59:33,2024-12-15 09:59:33
C1076,Joshua Garza,2024-12-15 09:59:33,2024-12-15 09:59:33
C1077,Paul Lane,2024-12-15 09:59:33,2024-12-15 09:59:33
C1078,Russell Nelson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1079,Louis Austin,2024-12-15 09:59:33,2024-12-15 09:59:33
C1080,Carl Nguyen,2024-12-15 09:59:33,2024-12-15 09:59:33
C1081,Brian Murphy,2024-12-15 09:59:33,2024-12-15 09:59:33
C1082,Martin Berry,2024-12-15 09:59:33,2024-12-15 09:59:33
C1083,Aaron Cruz,2024-12-15 09:59:33,2024-12-15 09:59:33
C1084,Benjamin Ryan,2024-12-15 09:59:33,2024-12-15 09:59:33
C1085,Phillip Peters,2024-12-15 09:59:33,2024-12-15 09:59:33
C1086,Phillip Webb,2024-12-15 09:59:33,2024-12-15 09:59:33
C1087,Frank Mason,2024-12-15 09:59:33,2024-12-15 09:59:33
C1088,Mark Montgomery,2024-12-15 09:59:33,2024-12-15 09:59:33
C1089,Arthur Webb,2024-12-15 09:59:33,2024-12-15 09:59:33
C1090,Fred Romero,2024-12-15 09:59:33,2024-12-15 09:59:33
C1091,Jason Duncan,2024-12-15 09:59:33,2024-12-15 09:59:33
C1092,Roger Elliott,2024-12-15 09:59:33,2024-12-15 09:59:33
C1093,Raymond Hall,2024-12-15 09:59:33,2024-12-15 09:59:33
C1094,Charles Montgomery,2024-12-15 09:59:33,2024-12-15 09:59:33
C1095,Bobby Coleman,2024-12-15 09:59:33,2024-12-15 09:59:33
C1096,Antonio Nelson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1097,Eric Armstrong,2024-12-15 09:59:33,2024-12-15 09:59:33
C1098,Jesse Hill,2024-12-15 09:59:33,2024-12-15 09:59:33
C1099,Johnny Hawkins,2024-12-15 09:59:33,2024-12-15 09:59:33
C1100,Stephen Reynolds,2024-12-15 09:59:33,2024-12-15 09:59:33
C1101,Billy Miller,2024-12-15 09:59:33,2024-12-15 09:59:33
C1102,Raymond Fields,2024-12-15 09:59:33,2024-12-15 09:59:33
C1103,John Robertson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1104,Patrick Brown,2024-12-15 09:59:33,2024-12-15 09:59:33
C1105,William Medina,2024-12-15 09:59:33,2024-12-15 09:59:33
C1106,Alan Thomas,2024-12-15 09:59:33,2024-12-15 09:59:33
C1107,Adam Thompson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1108,Mark Gonzalez,2024-12-15 09:59:33,2024-12-15 09:59:33
C1109,Earl Robinson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1110,Victor Lopez,2024-12-15 09:59:33,2024-12-15 09:59:33
C1111,Bobby Burton,2024-12-15 09:59:33,2024-12-15 09:59:33
C1112,James Armstrong,2024-12-15 09:59:33,2024-12-15 09:59:33
C1113,Steve Wells,2024-12-15 09:59:33,2024-12-15 09:59:33
C1114,Jerry Andrews,2024-12-15 09:59:33,2024-12-15 09:59:33
C1115,David Mendoza,2024-12-15 09:59:33,2024-12-15 09:59:33
C1116,Eugene Scott,2024-12-15 09:59:33,2024-12-15 09:59:33
C1117,Ralph Wood,2024-12-15 09:59:33,2024-12-15 09:59:33
C1118,Jesse Barnes,2024-12-15 09:59:33,2024-12-15 09:59:33
C1119,Benjamin Lynch,2024-12-15 09:59:33,2024-12-15 09:59:33
C1120,Victor Gray,2024-12-15 09:59:33,2024-12-15 09:59:33
C1121,Jesse Graham,2024-12-15 09:59:33,2024-12-15 09:59:33
C1122,Harry Daniels,2024-12-15 09:59:33,2024-12-15 09:59:33
C1123,Christopher Kim,2024-12-15 09:59:33,2024-12-15 09:59:33
C1124,Benjamin Ryan,2024-12-15 09:59:33,2024-12-15 09:59:33
C1125,Juan Cruz,2024-12-15 09:59:33,2024-12-15 09:59:33
C1126,Joshua Anderson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1127,Samuel Price,2024-12-15 09:59:33,2024-12-15 09:59:33
C1128,Scott Allen,2024-12-15 09:59:33,2024-12-15 09:59:33
C1129,Roger Alexander,2024-12-15 09:59:33,2024-12-15 09:59:33
C1130,David Mendoza,2024-12-15 09:59:33,2024-12-15 09:59:33
C1131,Jason Hudson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1132,Joe Fuller,2024-12-15 09:59:33,2024-12-15 09:59:33
C1133,Roger Tucker,2024-12-15 09:59:33,2024-12-15 09:59:33
C1134,Aaron Day,2024-12-15 09:59:33,2024-12-15 09:59:33
C1135,Michael Reed,2024-12-15 09:59:33,2024-12-15 09:59:33
C1136,Justin Butler,2024-12-15 09:59:33,2024-12-15 09:59:33
C1137,Brandon Wood,2024-12-15 09:59:33,2024-12-15 09:59:33
C1138,Charles Perry,2024-12-15 09:59:33,2024-12-15 09:59:33
C1139,Aaron Tucker,2024-12-15 09:59:33,2024-12-15 09:59:33
C1140,Andrew Hansen,2024-12-15 09:59:33,2024-12-15 09:59:33
C1141,Albert Jacobs,2024-12-15 09:59:33,2024-12-15 09:59:33
C1142,Daniel Perry,2024-12-15 09:59:33,2024-12-15 09:59:33
C1143,Ronald Bradley,2024-12-15 09:59:33,2024-12-15 09:59:33
C1144,Carlos Reed,2024-12-15 09:59:33,2024-12-15 09:59:33
C1145,Kevin Willis,2024-12-15 09:59:33,2024-12-15 09:59:33
C1146,Terry Richards,2024-12-15 09:59:33,2024-12-15 09:59:33
C1147,Thomas Hawkins,2024-12-15 09:59:33,2024-12-15 09:59:33
C1148,Shawn Torres,2024-12-15 09:59:33,2024-12-15 09:59:33
C1149,Jesse Hill,2024-12-15 09:59:33,2024-12-15 09:59:33
C1150,Adam Bailey,2024-12-15 09:59:33,2024-12-15 09:59:33
C1151,Shawn Ramos,2024-12-15 09:59:33,2024-12-15 09:59:33
C1152,Frank Webb,2024-12-15 09:59:33,2024-12-15 09:59:33
C1153,Brandon Diaz,2024-12-15 09:59:33,2024-12-15 09:59:33
C1154,Lawrence Watson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1155,Daniel Barnes,2024-12-15 09:59:33,2024-12-15 09:59:33
C1156,Steven Hayes,2024-12-15 09:59:33,2024-12-15 09:59:33
C1157,Clarence Freeman,2024-12-15 09:59:33,2024-12-15 09:59:33
C1158,Terry Morris,2024-12-15 09:59:33,2024-12-15 09:59:33
C1159,Wayne Stone,2024-12-15 09:59:33,2024-12-15 09:59:33
C1160,Michael Thomas,2024-12-15 09:59:33,2024-12-15 09:59:33
C1161,Mark Montgomery,2024-12-15 09:59:33,2024-12-15 09:59:33
C1162,Frank Ortiz,2024-12-15 09:59:33,2024-12-15 09:59:33
C1163,Shawn Wallace,2024-12-15 09:59:33,2024-12-15 09:59:33
C1164,Roger Elliott,2024-12-15 09:59:33,2024-12-15 09:59:33
C1165,Victor Hughes,2024-12-15 09:59:33,2024-12-15 09:59:33
C1166,Jesse Evans,2024-12-15 09:59:33,2024-12-15 09:59:33
C1167,Aaron Miller,2024-12-15 09:59:33,2024-12-15 09:59:33
C1168,Keith Campbell,2024-12-15 09:59:33,2024-12-15 09:59:33
C1169,Edward Walker,2024-12-15 09:59:33,2024-12-15 09:59:33
C1170,Steve Stewart,2024-12-15 09:59:33,2024-12-15 09:59:33
C1171,Billy Adams,2024-12-15 09:59:33,2024-12-15 09:59:33
C1172,George Stanley,2024-12-15 09:59:33,2024-12-15 09:59:33
C1173,Steven Owens,2024-12-15 09:59:33,2024-12-15 09:59:33
C1174,Sean Snyder,2024-12-15 09:59:33,2024-12-15 09:59:33
C1175,Phillip Coleman,2024-12-15 09:59:33,2024-12-15 09:59:33
C1176,Ronald Anderson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1177,Jack Stevens,2024-12-15 09:59:33,2024-12-15 09:59:33
C1178,Richard Peters,2024-12-15 09:59:33,2024-12-15 09:59:33
C1179,David Wilson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1180,Steven Mccoy,2024-12-15 09:59:33,2024-12-15 09:59:33
C1181,Raymond Alexander,2024-12-15 09:59:33,2024-12-15 09:59:33
C1182,Martin Olson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1183,Paul Holmes,2024-12-15 09:59:33,2024-12-15 09:59:33
C1184,Adam White,2024-12-15 09:59:33,2024-12-15 09:59:33
C1185,Phillip Edwards,2024-12-15 09:59:33,2024-12-15 09:59:33
C1186,Bruce Porter,2024-12-15 09:59:33,2024-12-15 09:59:33
C1187,Billy West,2024-12-15 09:59:33,2024-12-15 09:59:33
C1188,Michael Cole,2024-12-15 09:59:33,2024-12-15 09:59:33
C1189,Ralph Wood,2024-12-15 09:59:33,2024-12-15 09:59:33
C1190,Steve Tucker,2024-12-15 09:59:33,2024-12-15 09:59:33
C1191,Terry Richards,2024-12-15 09:59:33,2024-12-15 09:59:33
C1192,Michael Austin,2024-12-15 09:59:33,2024-12-15 09:59:33
C1193,Antonio Frazier,2024-12-15 09:59:33,2024-12-15 09:59:33
C1194,Clarence Kelley,2024-12-15 09:59:33,2024-12-15 09:59:33
C1195,Steven Hayes,2024-12-15 09:59:33,2024-12-15 09:59:33
C1196,Edward Williams,2024-12-15 09:59:33,2024-12-15 09:59:33
C1197,Nicholas Simmons,2024-12-15 09:59:33,2024-12-15 09:59:33
C1198,Jason Ross,2024-12-15 09:59:33,2024-12-15 09:59:33
C1199,David Wheeler,2024-12-15 09:59:33,2024-12-15 09:59:33
C1200,John Brooks,2024-12-15 09:59:33,2024-12-15 09:59:33
C1201,Ernest Rivera,2024-12-15 09:59:33,2024-12-15 09:59:33
C1202,Todd Price,2024-12-15 09:59:33,2024-12-15 09:59:33
C1203,Joshua Brooks,2024-12-15 09:59:33,2024-12-15 09:59:33
C1204,Henry Boyd,2024-12-15 09:59:33,2024-12-15 09:59:33
C1205,Wayne Hunter,2024-12-15 09:59:33,2024-12-15 09:59:33
C1206,Antonio Cooper,2024-12-15 09:59:33,2024-12-15 09:59:33
C1207,Johnny Hawkins,2024-12-15 09:59:33,2024-12-15 09:59:33
C1208,Timothy Lawrence,2024-12-15 09:59:33,2024-12-15 09:59:33
C1209,Jesse Hill,2024-12-15 09:59:33,2024-12-15 09:59:33
C1210,Gregory Welch,2024-12-15 09:59:33,2024-12-15 09:59:33
C1211,Jesse Castillo,2024-12-15 09:59:33,2024-12-15 09:59:33
C1212,Andrew Adams,2024-12-15 09:59:33,2024-12-15 09:59:33
C1213,Christopher Hudson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1214,Clarence Austin,2024-12-15 09:59:33,2024-12-15 09:59:33
C1215,Aaron Cruz,2024-12-15 09:59:33,2024-12-15 09:59:33
C1216,James Simmons,2024-12-15 09:59:33,2024-12-15 09:59:33
C1217,Joe Price,2024-12-15 09:59:33,2024-12-15 09:59:33
C1218,Victor Scott,2024-12-15 09:59:33,2024-12-15 09:59:33
C1219,Jack Howell,2024-12-15 09:59:33,2024-12-15 09:59:33
C1220,Eric Bradley,2024-12-15 09:59:33,2024-12-15 09:59:33
C1221,Peter Cook,2024-12-15 09:59:33,2024-12-15 09:59:33
C1222,Billy Olson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1223,Jack Stevens,2024-12-15 09:59:33,2024-12-15 09:59:33
C1224,Ralph Richardson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1225,Jose Ellis,2024-12-15 09:59:33,2024-12-15 09:59:33
C1226,Ernest Fox,2024-12-15 09:59:33,2024-12-15 09:59:33
C1227,Harry Castillo,2024-12-15 09:59:33,2024-12-15 09:59:33
C1228,Steve Miller,2024-12-15 09:59:33,2024-12-15 09:59:33
C1229,Mark Gonzalez,2024-12-15 09:59:33,2024-12-15 09:59:33
C1230,Christopher Wright,2024-12-15 09:59:33,2024-12-15 09:59:33
C1231,Matthew Lewis,2024-12-15 09:59:33,2024-12-15 09:59:33
C1232,Wayne Stewart,2024-12-15 09:59:33,2024-12-15 09:59:33
C1233,Billy Olson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1234,Shawn Stephens,2024-12-15 09:59:33,2024-12-15 09:59:33
C1235,Victor Martinez,2024-12-15 09:59:33,2024-12-15 09:59:33
C1236,Paul Richardson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1237,Terry Payne,2024-12-15 09:59:33,2024-12-15 09:59:33
C1238,Billy Nelson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1239,Martin Olson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1240,Clarence Freeman,2024-12-15 09:59:33,2024-12-15 09:59:33
C1241,Jeremy Wilson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1242,Samuel Fowler,2024-12-15 09:59:33,2024-12-15 09:59:33
C1243,Ronald Burns,2024-12-15 09:59:33,2024-12-15 09:59:33
C1244,Victor Lopez,2024-12-15 09:59:33,2024-12-15 09:59:33
C1245,Terry Mills,2024-12-15 09:59:33,2024-12-15 09:59:33
C1246,Jesse Hill,2024-12-15 09:59:33,2024-12-15 09:59:33
C1247,Fred Russell,2024-12-15 09:59:33,2024-12-15 09:59:33
C1248,Harold Matthews,2024-12-15 09:59:33,2024-12-15 09:59:33
C1249,Wayne Ortiz,2024-12-15 09:59:33,2024-12-15 09:59:33
C1250,Alan Scott,2024-12-15 09:59:33,2024-12-15 09:59:33
C1251,Anthony Fisher,2024-12-15 09:59:33,2024-12-15 09:59:33
C1252,Christopher Arnold,2024-12-15 09:59:33,2024-12-15 09:59:33
C1253,Lawrence Kelly,2024-12-15 09:59:33,2024-12-15 09:59:33
C1254,Howard Harrison,2024-12-15 09:59:33,2024-12-15 09:59:33
C1255,Jonathan Moreno,2024-12-15 09:59:33,2024-12-15 09:59:33
C1256,Roger Alexander,2024-12-15 09:59:33,2024-12-15 09:59:33
C1257,James Armstrong,2024-12-15 09:59:33,2024-12-15 09:59:33
C1258,Stephen Webb,2024-12-15 09:59:33,2024-12-15 09:59:33
C1259,Phillip Webb,2024-12-15 09:59:33,2024-12-15 09:59:33
C1260,Steven Martinez,2024-12-15 09:59:33,2024-12-15 09:59:33
C1261,Andrew James,2024-12-15 09:59:33,2024-12-15 09:59:33
C1262,Matthew Fernandez,2024-12-15 09:59:33,2024-12-15 09:59:33
C1263,Michael Mills,2024-12-15 09:59:33,2024-12-15 09:59:33
C1264,Keith Moore,2024-12-15 09:59:33,2024-12-15 09:59:33
C1265,Michael Ward,2024-12-15 09:59:33,2024-12-15 09:59:33
C1266,Chris Chapman,2024-12-15 09:59:33,2024-12-15 09:59:33
C1267,Matthew Fernandez,2024-12-15 09:59:33,2024-12-15 09:59:33
C1268,Peter Warren,2024-12-15 09:59:33,2024-12-15 09:59:33
C1269,Steven Hayes,2024-12-15 09:59:33,2024-12-15 09:59:33
C1270,Joe Baker,2024-12-15 09:59:33,2024-12-15 09:59:33
C1271,Stephen Larson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1272,Juan Hunt,2024-12-15 09:59:33,2024-12-15 09:59:33
C1273,Henry Kelley,2024-12-15 09:59:33,2024-12-15 09:59:33
C1274,Adam Hernandez,2024-12-15 09:59:33,2024-12-15 09:59:33
C1275,Willie Day,2024-12-15 09:59:33,2024-12-15 09:59:33
C1276,George Hill,2024-12-15 09:59:33,2024-12-15 09:59:33
C1277,Peter Cook,2024-12-15 09:59:33,2024-12-15 09:59:33
C1278,Johnny Butler,2024-12-15 09:59:33,2024-12-15 09:59:33
C1279,Eugene Sims,2024-12-15 09:59:33,2024-12-15 09:59:33
C1280,William James,2024-12-15 09:59:33,2024-12-15 09:59:33
C1281,Jack Stevens,2024-12-15 09:59:33,2024-12-15 09:59:33
C1282,Chris Howard,2024-12-15 09:59:33,2024-12-15 09:59:33
C1283,Charles Hughes,2024-12-15 09:59:33,2024-12-15 09:59:33
C1284,Ralph Richardson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1285,Anthony Little,2024-12-15 09:59:33,2024-12-15 09:59:33
C1286,Bobby Hughes,2024-12-15 09:59:33,2024-12-15 09:59:33
C1287,Aaron Johnson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1288,Jeffrey Phillips,2024-12-15 09:59:33,2024-12-15 09:59:33
C1289,Mark Elliott,2024-12-15 09:59:33,2024-12-15 09:59:33
C1290,Thomas Holmes,2024-12-15 09:59:33,2024-12-15 09:59:33
C1291,Bobby Hughes,2024-12-15 09:59:33,2024-12-15 09:59:33
C1292,Joe Griffin,2024-12-15 09:59:33,2024-12-15 09:59:33
C1293,Kenneth Ross,2024-12-15 09:59:33,2024-12-15 09:59:33
C1294,Henry Boyd,2024-12-15 09:59:33,2024-12-15 09:59:33
C1295,Steve Bennett,2024-12-15 09:59:33,2024-12-15 09:59:33
C1296,Scott Gordon,2024-12-15 09:59:33,2024-12-15 09:59:33
C1297,Joshua Brooks,2024-12-15 09:59:33,2024-12-15 09:59:33
C1298,Edward Mason,2024-12-15 09:59:33,2024-12-15 09:59:33
C1299,Gregory Welch,2024-12-15 09:59:33,2024-12-15 09:59:33
C1300,Steve Miller,2024-12-15 09:59:33,2024-12-15 09:59:33
C1301,James Simmons,2024-12-15 09:59:33,2024-12-15 09:59:33
C1302,Anthony Berry,2024-12-15 09:59:33,2024-12-15 09:59:33
C1303,Keith Murphy,2024-12-15 09:59:33,2024-12-15 09:59:33
C1304,Fred Russell,2024-12-15 09:59:33,2024-12-15 09:59:33
C1305,Paul Taylor,2024-12-15 09:59:33,2024-12-15 09:59:33
C1306,Shawn Stephens,2024-12-15 09:59:33,2024-12-15 09:59:33
C1307,Sean Woods,2024-12-15 09:59:33,2024-12-15 09:59:33
C1308,Michael Cole,2024-12-15 09:59:33,2024-12-15 09:59:33
C1309,Daniel Carroll,2024-12-15 09:59:33,2024-12-15 09:59:33
C1310,Billy Cook,2024-12-15 09:59:33,2024-12-15 09:59:33
C1311,Eugene Castillo,2024-12-15 09:59:33,2024-12-15 09:59:33
C1312,Antonio Cooper,2024-12-15 09:59:33,2024-12-15 09:59:33
C1313,Jonathan Harris,2024-12-15 09:59:33,2024-12-15 09:59:33
C1314,Raymond Young,2024-12-15 09:59:33,2024-12-15 09:59:33
C1315,Patrick Rivera,2024-12-15 09:59:33,2024-12-15 09:59:33
C1316,Adam Hernandez,2024-12-15 09:59:33,2024-12-15 09:59:33
C1317,Ronald Barnes,2024-12-15 09:59:33,2024-12-15 09:59:33
C1318,Randy Hayes,2024-12-15 09:59:33,2024-12-15 09:59:33
C1319,Charles Richards,2024-12-15 09:59:33,2024-12-15 09:59:33
C1320,Anthony Turner,2024-12-15 09:59:33,2024-12-15 09:59:33
C1321,Andrew Graham,2024-12-15 09:59:33,2024-12-15 09:59:33
C1322,Juan Rivera,2024-12-15 09:59:33,2024-12-15 09:59:33
C1323,Victor Chapman,2024-12-15 09:59:33,2024-12-15 09:59:33
C1324,Jesse Hernandez,2024-12-15 09:59:33,2024-12-15 09:59:33
C1325,Walter Baker,2024-12-15 09:59:33,2024-12-15 09:59:33
C1326,Donald Stanley,2024-12-15 09:59:33,2024-12-15 09:59:33
C1327,Andrew Robinson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1328,Peter Boyd,2024-12-15 09:59:33,2024-12-15 09:59:33
C1329,Stephen Reynolds,2024-12-15 09:59:33,2024-12-15 09:59:33
C1330,Roy Shaw,2024-12-15 09:59:33,2024-12-15 09:59:33
C1331,Sean Black,2024-12-15 09:59:33,2024-12-15 09:59:33
C1332,Brian Hunter,2024-12-15 09:59:33,2024-12-15 09:59:33
C1333,Keith Jordan,2024-12-15 09:59:33,2024-12-15 09:59:33
C1334,Philip Bailey,2024-12-15 09:59:33,2024-12-15 09:59:33
C1335,Louis Mccoy,2024-12-15 09:59:33,2024-12-15 09:59:33
C1336,Andrew Graham,2024-12-15 09:59:33,2024-12-15 09:59:33
C1337,Eric Bowman,2024-12-15 09:59:33,2024-12-15 09:59:33
C1338,Thomas Hawkins,2024-12-15 09:59:33,2024-12-15 09:59:33
C1339,Billy West,2024-12-15 09:59:33,2024-12-15 09:59:33
C1340,Jimmy Morrison,2024-12-15 09:59:33,2024-12-15 09:59:33
C1341,Patrick Graham,2024-12-15 09:59:33,2024-12-15 09:59:33
C1342,Philip Burton,2024-12-15 09:59:33,2024-12-15 09:59:33
C1343,Eric Armstrong,2024-12-15 09:59:33,2024-12-15 09:59:33
C1344,Paul Richardson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1345,Andrew Butler,2024-12-15 09:59:33,2024-12-15 09:59:33
C1346,Paul Henderson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1347,Fred Jenkins,2024-12-15 09:59:33,2024-12-15 09:59:33
C1348,Fred Reid,2024-12-15 09:59:33,2024-12-15 09:59:33
C1349,Eric Ward,2024-12-15 09:59:33,2024-12-15 09:59:33
C1350,Douglas Franklin,2024-12-15 09:59:33,2024-12-15 09:59:33
C1351,Paul Johnson,2024-12-15 09:59:33,2024-12-15 09:59:33
C1352,Michael Lane,2024-12-15 09:59:33,2024-12-15 09:59:33
C1353,Adam Alexander,2024-12-15 09:59:33,2024-12-15 09:59:33
C1354,Fred Russell,2024-12-15 09:59:33,2024-12-15 09:59:33
C1355,William Franklin,2024-12-15 09:59:33,2024-12-15 09:59:33
C1356,Frank Mason,2024-12-15 09:59:33,2024-12-15 09:59:33
C1357,Christopher Miller,2024-12-15 09:59:33,2024-12-15 09:59:33
C1358,Steven Howard,2024-12-15 09:59:33,2024-12-15 09:59:33
C1359,Antonio Shaw,2024-12-15 09:59:33,2024-12-15 09:59:33
C1360,Bruce King,2024-12-15 09:59:33,2024-12-15 09:59:33
C1361,Todd Price,2024-12-15 09:59:33,2024-12-15 09:59:33
C1362,Victor Ramos,2024-12-15 09:59:33,2024-12-15 09:59:33
C1363,Roger Alexander,2024-12-15 09:59:33,2024-12-15 09:59:33
C1364,Jeffrey Sanders,2024-12-15 09:59:33,2024-12-15 09:59:33
C1365,Henry Harper,2024-12-15 09:59:33,2024-12-15 09:59:33
C1366,Ralph Banks,2024-12-15 09:59:33,2024-12-15 09:59:33
